order_id,order_date,order_time,num_drinks,total_cost,drink1,drink2,drink3,drink4,drink5,drink6,drink7,drink8,drink9,drink10
10009939,2022-12-31,12:09:10,9,43,0009,0045,0029,0015,0022,0025,0011,0037,0022,0000
10009940,2022-12-31,12:13:41,7,34,0033,0019,0043,0044,0021,0010,0045,0000,0000,0000
10009941,2022-12-31,12:14:58,8,39,0005,0026,0009,0041,0036,0030,0039,0028,0000,0000
10009942,2022-12-31,12:18:35,8,39,0007,0037,0040,0041,0006,0039,0015,0010,0000,0000
10009943,2022-12-31,12:24:09,9,41,0021,0035,0006,0036,0032,0002,0006,0024,0034,0000
10009944,2022-12-31,12:25:23,2,10,0009,0039,0000,0000,0000,0000,0000,0000,0000,0000
10009945,2022-12-31,12:26:27,1,4,0037,0000,0000,0000,0000,0000,0000,0000,0000,0000
10009946,2022-12-31,12:30:51,9,41,0016,0014,0013,0019,0020,0008,0035,0038,0023,0000
10009947,2022-12-31,12:34:29,1,5,0007,0000,0000,0000,0000,0000,0000,0000,0000,0000
10009948,2022-12-31,12:39:11,6,29,0019,0038,0046,0030,0009,0033,0000,0000,0000,0000
10009949,2022-12-31,12:42:34,5,24,0041,0006,0022,0004,0016,0000,0000,0000,0000,0000
10009950,2022-12-31,12:45:43,2,10,0004,0042,0000,0000,0000,0000,0000,0000,0000,0000
10009951,2022-12-31,12:50:35,6,29,0017,0009,0029,0005,0039,0035,0000,0000,0000,0000
10009952,2022-12-31,12:52:31,7,34,0028,0010,0041,0023,0005,0014,0011,0000,0000,0000
10009953,2022-12-31,12:56:26,4,20,0006,0035,0046,0011,0000,0000,0000,0000,0000,0000
10009954,2022-12-31,12:58:52,1,5,0014,0000,0000,0000,0000,0000,0000,0000,0000,0000
10009955,2022-12-31,13:02:41,3,14,0038,0034,0031,0000,0000,0000,0000,0000,0000,0000
10009956,2022-12-31,13:04:31,8,37,0004,0039,0012,0021,0035,0022,0042,0003,0000,0000
10009957,2022-12-31,13:09:56,9,44,0012,0014,0039,0013,0039,0020,0042,0003,0031,0000
10009958,2022-12-31,13:14:10,2,9,0022,0015,0000,0000,0000,0000,0000,0000,0000,0000
10009959,2022-12-31,13:16:51,1,4,0020,0000,0000,0000,0000,0000,0000,0000,0000,0000
10009960,2022-12-31,13:20:37,8,41,0041,0035,0040,0044,0030,0038,0046,0007,0000,0000
10009961,2022-12-31,13:23:19,9,45,0004,0007,0029,0013,0029,0002,0015,0024,0010,0000
10009962,2022-12-31,13:26:30,4,19,0008,0020,0030,0043,0000,0000,0000,0000,0000,0000
10009963,2022-12-31,13:27:36,10,48,0041,0036,0045,0040,0018,0002,0031,0023,0012,0011
10009964,2022-12-31,13:28:44,8,38,0020,0031,0005,0003,0036,0026,0025,0025,0000,0000
10009965,2022-12-31,13:30:42,5,25,0014,0041,0009,0014,0029,0000,0000,0000,0000,0000
10009966,2022-12-31,13:33:41,6,30,0024,0017,0041,0006,0015,0017,0000,0000,0000,0000
10009967,2022-12-31,13:39:29,6,28,0023,0043,0023,0004,0041,0017,0000,0000,0000,0000
10009968,2022-12-31,13:40:34,4,19,0042,0036,0004,0024,0000,0000,0000,0000,0000,0000
10009969,2022-12-31,13:44:17,3,15,0046,0015,0019,0000,0000,0000,0000,0000,0000,0000
10009970,2022-12-31,13:49:35,9,43,0025,0027,0021,0020,0045,0019,0031,0005,0002,0000
10009971,2022-12-31,13:54:04,10,49,0007,0006,0029,0042,0005,0014,0019,0044,0019,0040
10009972,2022-12-31,13:57:15,3,14,0031,0014,0018,0000,0000,0000,0000,0000,0000,0000
10009973,2022-12-31,14:03:04,10,47,0038,0007,0039,0002,0009,0018,0035,0046,0022,0034
10009974,2022-12-31,14:04:23,6,31,0007,0044,0017,0027,0043,0004,0000,0000,0000,0000
10009975,2022-12-31,14:06:28,1,5,0004,0000,0000,0000,0000,0000,0000,0000,0000,0000
10009976,2022-12-31,14:11:51,9,44,0031,0002,0013,0002,0005,0005,0020,0024,0038,0000
10009977,2022-12-31,14:13:48,4,19,0028,0008,0013,0019,0000,0000,0000,0000,0000,0000
10009978,2022-12-31,14:16:40,10,49,0039,0007,0025,0016,0040,0038,0011,0020,0025,0012
10009979,2022-12-31,14:20:33,5,25,0040,0005,0028,0025,0030,0000,0000,0000,0000,0000
10009980,2022-12-31,14:22:51,4,17,0020,0024,0036,0034,0000,0000,0000,0000,0000,0000
10009981,2022-12-31,14:27:58,7,33,0031,0019,0043,0035,0007,0043,0031,0000,0000,0000
10009982,2022-12-31,14:32:51,3,15,0003,0015,0007,0000,0000,0000,0000,0000,0000,0000
10009983,2022-12-31,14:34:48,2,10,0041,0028,0000,0000,0000,0000,0000,0000,0000,0000
10009984,2022-12-31,14:39:18,7,36,0038,0045,0040,0038,0028,0006,0024,0000,0000,0000
10009985,2022-12-31,14:41:07,6,29,0035,0004,0044,0032,0009,0018,0000,0000,0000,0000
10009986,2022-12-31,14:42:16,10,48,0042,0007,0024,0025,0026,0001,0009,0034,0018,0012
10009987,2022-12-31,14:45:33,6,30,0007,0003,0039,0017,0003,0001,0000,0000,0000,0000
10009988,2022-12-31,14:47:50,3,15,0009,0004,0013,0000,0000,0000,0000,0000,0000,0000
10009989,2022-12-31,14:52:51,3,15,0013,0041,0027,0000,0000,0000,0000,0000,0000,0000
10009990,2022-12-31,14:55:02,5,25,0006,0042,0001,0026,0029,0000,0000,0000,0000,0000
10009991,2022-12-31,14:59:28,10,49,0045,0017,0032,0002,0006,0044,0034,0034,0035,0029
10009992,2022-12-31,15:04:02,3,16,0006,0027,0046,0000,0000,0000,0000,0000,0000,0000
10009993,2022-12-31,15:10:00,4,19,0004,0011,0019,0027,0000,0000,0000,0000,0000,0000
10009994,2022-12-31,15:11:12,4,18,0034,0029,0041,0033,0000,0000,0000,0000,0000,0000
10009995,2022-12-31,15:12:51,3,14,0035,0026,0008,0000,0000,0000,0000,0000,0000,0000
10009996,2022-12-31,15:16:43,1,5,0005,0000,0000,0000,0000,0000,0000,0000,0000,0000
10009997,2022-12-31,15:17:58,3,14,0034,0001,0016,0000,0000,0000,0000,0000,0000,0000
10009998,2022-12-31,15:21:46,1,5,0024,0000,0000,0000,0000,0000,0000,0000,0000,0000
10009999,2022-12-31,15:23:58,7,31,0007,0031,0034,0021,0035,0031,0037,0000,0000,0000
10010000,2022-12-31,15:26:02,9,44,0028,0028,0022,0040,0041,0008,0027,0028,0007,0000
10010001,2022-12-31,15:30:48,5,24,0019,0003,0014,0005,0004,0000,0000,0000,0000,0000
10010002,2022-12-31,15:34:40,9,44,0038,0019,0038,0046,0002,0008,0022,0044,0022,0000
10010003,2022-12-31,15:40:09,10,49,0046,0033,0029,0001,0039,0026,0005,0027,0010,0021
10010004,2022-12-31,15:44:06,2,9,0042,0036,0000,0000,0000,0000,0000,0000,0000,0000
10010005,2022-12-31,15:49:40,5,23,0023,0002,0003,0030,0034,0000,0000,0000,0000,0000
10010006,2022-12-31,15:52:16,10,51,0012,0043,0038,0027,0010,0045,0046,0021,0005,0016
10010007,2022-12-31,15:55:38,8,37,0008,0030,0018,0020,0024,0025,0019,0003,0000,0000
10010008,2022-12-31,15:58:28,7,33,0014,0032,0003,0021,0021,0024,0003,0000,0000,0000
10010009,2022-12-31,15:59:47,8,39,0009,0004,0003,0008,0027,0038,0039,0033,0000,0000
10010010,2022-12-31,16:02:04,2,9,0022,0026,0000,0000,0000,0000,0000,0000,0000,0000
10010011,2022-12-31,16:04:36,4,19,0030,0023,0031,0003,0000,0000,0000,0000,0000,0000
10010012,2022-12-31,16:05:43,3,15,0037,0044,0031,0000,0000,0000,0000,0000,0000,0000
10010013,2022-12-31,16:09:11,2,10,0039,0024,0000,0000,0000,0000,0000,0000,0000,0000
10010014,2022-12-31,16:14:19,5,24,0012,0010,0036,0041,0005,0000,0000,0000,0000,0000
10010015,2022-12-31,16:15:25,4,19,0031,0018,0004,0002,0000,0000,0000,0000,0000,0000
10010016,2022-12-31,16:19:02,5,25,0043,0013,0004,0011,0004,0000,0000,0000,0000,0000
10010017,2022-12-31,16:22:46,6,31,0025,0040,0003,0010,0045,0014,0000,0000,0000,0000
10010018,2022-12-31,16:26:32,8,38,0038,0042,0023,0042,0026,0027,0034,0011,0000,0000
10010019,2022-12-31,16:30:36,5,24,0021,0020,0040,0011,0046,0000,0000,0000,0000,0000
10010020,2022-12-31,16:32:17,2,9,0018,0011,0000,0000,0000,0000,0000,0000,0000,0000
10010021,2022-12-31,16:38:15,8,39,0040,0043,0035,0029,0010,0015,0016,0005,0000,0000
10010022,2022-12-31,16:43:27,1,4,0034,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010023,2022-12-31,16:48:23,9,43,0012,0003,0037,0030,0013,0039,0032,0022,0004,0000
10010024,2022-12-31,16:53:17,3,13,0019,0033,0014,0000,0000,0000,0000,0000,0000,0000
10010025,2022-12-31,16:56:02,1,4,0023,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010026,2022-12-31,16:59:14,3,15,0003,0012,0001,0000,0000,0000,0000,0000,0000,0000
10010027,2022-12-31,17:03:43,8,38,0019,0016,0020,0002,0005,0039,0039,0008,0000,0000
10010028,2022-12-31,17:09:30,6,28,0003,0013,0007,0033,0027,0019,0000,0000,0000,0000
10010029,2022-12-31,17:13:59,10,50,0006,0006,0027,0007,0016,0040,0034,0044,0003,0011
10010030,2022-12-31,17:16:48,3,15,0002,0035,0046,0000,0000,0000,0000,0000,0000,0000
10010031,2023-01-01,11:03:28,1,5,0038,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010032,2023-01-01,11:06:27,7,34,0040,0009,0013,0020,0038,0017,0027,0000,0000,0000
10010033,2023-01-01,11:10:09,1,5,0011,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010034,2023-01-01,11:12:36,4,21,0026,0008,0046,0007,0000,0000,0000,0000,0000,0000
10010035,2023-01-01,11:13:54,8,42,0031,0017,0008,0040,0045,0002,0004,0044,0000,0000
10010036,2023-01-01,11:17:17,7,32,0035,0025,0022,0027,0026,0021,0024,0000,0000,0000
10010037,2023-01-01,11:20:38,3,14,0007,0020,0013,0000,0000,0000,0000,0000,0000,0000
10010038,2023-01-01,11:24:59,6,29,0028,0008,0036,0002,0017,0016,0000,0000,0000,0000
10010039,2023-01-01,11:28:25,4,20,0022,0046,0042,0038,0000,0000,0000,0000,0000,0000
10010040,2023-01-01,11:32:11,4,18,0015,0034,0022,0030,0000,0000,0000,0000,0000,0000
10010041,2023-01-01,11:34:06,9,43,0044,0013,0037,0042,0035,0042,0041,0039,0019,0000
10010042,2023-01-01,11:35:12,3,13,0035,0027,0033,0000,0000,0000,0000,0000,0000,0000
10010043,2023-01-01,11:37:10,2,11,0015,0044,0000,0000,0000,0000,0000,0000,0000,0000
10010044,2023-01-01,11:41:02,5,21,0020,0036,0034,0020,0038,0000,0000,0000,0000,0000
10010045,2023-01-01,11:45:34,9,43,0032,0044,0027,0013,0031,0020,0034,0021,0002,0000
10010046,2023-01-01,11:47:04,6,27,0016,0043,0021,0004,0020,0021,0000,0000,0000,0000
10010047,2023-01-01,11:48:54,4,21,0045,0026,0001,0029,0000,0000,0000,0000,0000,0000
10010048,2023-01-01,11:52:01,4,20,0024,0042,0027,0026,0000,0000,0000,0000,0000,0000
10010049,2023-01-01,11:54:30,7,35,0014,0006,0031,0032,0040,0001,0016,0000,0000,0000
10010050,2023-01-01,11:59:05,7,33,0017,0025,0010,0034,0041,0007,0019,0000,0000,0000
10010051,2023-01-01,12:03:27,10,47,0037,0020,0017,0014,0022,0040,0020,0028,0008,0044
10010052,2023-01-01,12:06:48,9,42,0036,0035,0026,0044,0018,0031,0033,0034,0044,0000
10010053,2023-01-01,12:07:52,10,47,0018,0017,0014,0042,0018,0016,0023,0026,0023,0044
10010054,2023-01-01,12:09:06,2,10,0023,0044,0000,0000,0000,0000,0000,0000,0000,0000
10010055,2023-01-01,12:10:56,4,20,0032,0015,0011,0014,0000,0000,0000,0000,0000,0000
10010056,2023-01-01,12:12:16,8,37,0041,0036,0020,0012,0031,0033,0007,0002,0000,0000
10010057,2023-01-01,12:16:01,1,5,0024,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010058,2023-01-01,12:18:14,5,25,0040,0009,0030,0003,0029,0000,0000,0000,0000,0000
10010059,2023-01-01,12:21:53,6,28,0021,0036,0039,0017,0008,0008,0000,0000,0000,0000
10010060,2023-01-01,12:23:52,10,48,0015,0032,0009,0041,0029,0018,0022,0008,0010,0010
10010061,2023-01-01,12:25:34,6,27,0036,0010,0018,0018,0016,0030,0000,0000,0000,0000
10010062,2023-01-01,12:30:17,3,12,0033,0020,0036,0000,0000,0000,0000,0000,0000,0000
10010063,2023-01-01,12:33:55,8,37,0010,0008,0019,0034,0042,0021,0042,0002,0000,0000
10010064,2023-01-01,12:38:30,10,49,0002,0011,0043,0006,0041,0015,0041,0019,0018,0046
10010065,2023-01-01,12:39:51,6,29,0001,0039,0028,0010,0022,0012,0000,0000,0000,0000
10010066,2023-01-01,12:43:37,5,23,0033,0013,0019,0023,0046,0000,0000,0000,0000,0000
10010067,2023-01-01,12:46:12,7,34,0019,0020,0026,0044,0038,0011,0041,0000,0000,0000
10010068,2023-01-01,12:48:40,5,26,0005,0014,0010,0045,0014,0000,0000,0000,0000,0000
10010069,2023-01-01,12:53:03,1,5,0029,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010070,2023-01-01,12:55:06,10,47,0016,0035,0016,0036,0013,0027,0010,0006,0035,0002
10010071,2023-01-01,12:58:58,3,15,0034,0011,0045,0000,0000,0000,0000,0000,0000,0000
10010072,2023-01-01,13:01:25,4,19,0022,0012,0046,0036,0000,0000,0000,0000,0000,0000
10010073,2023-01-01,13:04:20,6,29,0017,0043,0029,0010,0002,0021,0000,0000,0000,0000
10010074,2023-01-01,13:05:21,2,9,0034,0025,0000,0000,0000,0000,0000,0000,0000,0000
10010075,2023-01-01,13:09:28,8,41,0011,0007,0046,0005,0024,0024,0001,0043,0000,0000
10010076,2023-01-01,13:11:57,9,43,0044,0010,0035,0027,0045,0035,0037,0031,0019,0000
10010077,2023-01-01,13:15:46,10,50,0020,0043,0017,0041,0044,0002,0030,0031,0002,0001
10010078,2023-01-01,13:18:27,9,45,0045,0019,0012,0012,0024,0006,0042,0043,0007,0000
10010079,2023-01-01,13:22:38,8,38,0038,0005,0039,0004,0040,0033,0019,0031,0000,0000
10010080,2023-01-01,13:27:02,2,11,0046,0002,0000,0000,0000,0000,0000,0000,0000,0000
10010081,2023-01-01,13:30:40,5,26,0005,0030,0045,0010,0041,0000,0000,0000,0000,0000
10010082,2023-01-01,13:35:34,1,4,0036,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010083,2023-01-01,13:38:21,2,9,0002,0037,0000,0000,0000,0000,0000,0000,0000,0000
10010084,2023-01-01,13:40:37,10,51,0045,0043,0010,0003,0016,0032,0030,0038,0017,0014
10010085,2023-01-01,13:43:02,8,38,0039,0020,0008,0001,0038,0025,0039,0037,0000,0000
10010086,2023-01-01,13:46:55,3,14,0007,0018,0043,0000,0000,0000,0000,0000,0000,0000
10010087,2023-01-01,13:49:01,8,39,0042,0026,0043,0039,0022,0007,0039,0005,0000,0000
10010088,2023-01-01,13:50:57,4,20,0027,0016,0031,0012,0000,0000,0000,0000,0000,0000
10010089,2023-01-01,13:55:51,4,19,0029,0009,0005,0022,0000,0000,0000,0000,0000,0000
10010090,2023-01-01,13:58:24,4,19,0005,0037,0043,0002,0000,0000,0000,0000,0000,0000
10010091,2023-01-01,14:00:38,6,30,0004,0037,0007,0046,0014,0009,0000,0000,0000,0000
10010092,2023-01-01,14:04:36,10,51,0014,0033,0044,0002,0032,0009,0042,0011,0015,0044
10010093,2023-01-01,14:08:20,5,25,0023,0031,0016,0007,0046,0000,0000,0000,0000,0000
10010094,2023-01-01,14:11:54,4,20,0042,0017,0040,0008,0000,0000,0000,0000,0000,0000
10010095,2023-01-01,14:15:33,9,45,0004,0039,0012,0043,0036,0010,0015,0046,0012,0000
10010096,2023-01-01,14:17:42,1,5,0040,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010097,2023-01-01,14:22:06,7,34,0030,0002,0018,0035,0045,0017,0031,0000,0000,0000
10010098,2023-01-01,14:24:19,1,5,0002,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010099,2023-01-01,14:25:26,8,41,0031,0025,0027,0044,0031,0013,0014,0040,0000,0000
10010100,2023-01-01,14:26:52,3,15,0006,0007,0013,0000,0000,0000,0000,0000,0000,0000
10010101,2023-01-01,14:30:49,7,34,0010,0030,0002,0010,0012,0023,0041,0000,0000,0000
10010102,2023-01-01,14:32:10,3,13,0021,0017,0018,0000,0000,0000,0000,0000,0000,0000
10010103,2023-01-01,14:33:25,10,48,0021,0035,0009,0032,0032,0010,0001,0002,0025,0038
10010104,2023-01-01,14:35:39,5,24,0032,0002,0025,0029,0022,0000,0000,0000,0000,0000
10010105,2023-01-01,14:39:46,7,34,0029,0028,0008,0006,0033,0027,0015,0000,0000,0000
10010106,2023-01-01,14:43:39,3,14,0005,0020,0042,0000,0000,0000,0000,0000,0000,0000
10010107,2023-01-01,14:47:53,9,44,0038,0031,0036,0038,0013,0041,0038,0026,0009,0000
10010108,2023-01-01,14:52:22,8,38,0038,0016,0024,0039,0016,0035,0020,0038,0000,0000
10010109,2023-01-01,14:53:41,9,40,0019,0012,0035,0020,0033,0012,0015,0018,0029,0000
10010110,2023-01-01,14:56:47,10,49,0046,0037,0019,0016,0010,0015,0032,0028,0019,0046
10010111,2023-01-01,14:58:23,3,13,0031,0018,0018,0000,0000,0000,0000,0000,0000,0000
10010112,2023-01-01,14:59:42,3,15,0004,0012,0001,0000,0000,0000,0000,0000,0000,0000
10010113,2023-01-01,15:03:05,5,24,0003,0021,0029,0033,0046,0000,0000,0000,0000,0000
10010114,2023-01-01,15:04:33,7,34,0033,0045,0005,0043,0004,0034,0038,0000,0000,0000
10010115,2023-01-01,15:06:24,5,25,0030,0006,0028,0008,0015,0000,0000,0000,0000,0000
10010116,2023-01-01,15:10:22,7,33,0024,0024,0029,0021,0013,0033,0025,0000,0000,0000
10010117,2023-01-01,15:11:29,2,9,0036,0004,0000,0000,0000,0000,0000,0000,0000,0000
10010118,2023-01-01,15:13:47,6,30,0041,0039,0003,0016,0039,0039,0000,0000,0000,0000
10010119,2023-01-01,15:16:41,8,37,0027,0042,0022,0036,0007,0034,0009,0001,0000,0000
10010120,2023-01-01,15:20:04,7,35,0014,0029,0018,0032,0039,0003,0045,0000,0000,0000
10010121,2023-01-01,15:22:53,4,20,0031,0017,0002,0024,0000,0000,0000,0000,0000,0000
10010122,2023-01-01,15:25:10,2,9,0021,0032,0000,0000,0000,0000,0000,0000,0000,0000
10010123,2023-01-01,15:29:32,9,43,0009,0020,0016,0041,0005,0040,0019,0009,0010,0000
10010124,2023-01-01,15:33:06,7,34,0042,0014,0036,0016,0025,0008,0038,0000,0000,0000
10010125,2023-01-01,15:34:36,2,10,0046,0037,0000,0000,0000,0000,0000,0000,0000,0000
10010126,2023-01-01,15:37:02,4,19,0029,0011,0033,0038,0000,0000,0000,0000,0000,0000
10010127,2023-01-01,15:40:15,8,38,0023,0011,0045,0011,0027,0036,0028,0035,0000,0000
10010128,2023-01-01,15:43:14,7,34,0012,0032,0033,0029,0016,0043,0007,0000,0000,0000
10010129,2023-01-01,15:47:54,8,39,0032,0030,0035,0027,0029,0010,0042,0004,0000,0000
10010130,2023-01-01,15:51:20,4,19,0021,0001,0036,0044,0000,0000,0000,0000,0000,0000
10010131,2023-01-01,15:53:23,10,45,0005,0040,0019,0023,0021,0017,0041,0012,0035,0021
10010132,2023-01-01,15:56:02,7,32,0018,0002,0020,0043,0043,0042,0036,0000,0000,0000
10010133,2023-01-01,16:00:18,9,43,0035,0017,0015,0016,0018,0017,0030,0024,0025,0000
10010134,2023-01-01,16:03:20,6,28,0038,0018,0027,0003,0013,0021,0000,0000,0000,0000
10010135,2023-01-01,16:05:06,10,49,0019,0038,0001,0001,0003,0012,0003,0045,0006,0036
10010136,2023-01-01,16:08:08,4,20,0037,0032,0008,0045,0000,0000,0000,0000,0000,0000
10010137,2023-01-01,16:10:16,3,14,0043,0007,0037,0000,0000,0000,0000,0000,0000,0000
10010138,2023-01-01,16:14:00,1,6,0044,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010139,2023-01-01,16:17:50,7,34,0039,0007,0033,0016,0006,0009,0041,0000,0000,0000
10010140,2023-01-01,16:19:56,3,15,0019,0044,0012,0000,0000,0000,0000,0000,0000,0000
10010141,2023-01-01,16:24:04,8,38,0038,0020,0025,0007,0036,0032,0029,0039,0000,0000
10010142,2023-01-01,16:28:30,5,24,0005,0007,0030,0032,0023,0000,0000,0000,0000,0000
10010143,2023-01-01,16:30:34,1,5,0017,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010144,2023-01-01,16:32:56,10,49,0031,0012,0016,0024,0039,0020,0015,0027,0039,0010
10010145,2023-01-01,16:35:54,3,16,0007,0044,0009,0000,0000,0000,0000,0000,0000,0000
10010146,2023-01-01,16:37:51,7,32,0023,0008,0035,0042,0032,0018,0041,0000,0000,0000
10010147,2023-01-01,16:39:31,5,25,0010,0034,0044,0025,0004,0000,0000,0000,0000,0000
10010148,2023-01-01,16:44:15,1,5,0039,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010149,2023-01-01,16:47:54,10,49,0026,0009,0045,0036,0030,0011,0041,0016,0031,0036
10010150,2023-01-01,16:49:27,5,24,0026,0019,0029,0023,0044,0000,0000,0000,0000,0000
10010151,2023-01-01,16:53:30,10,46,0037,0012,0044,0023,0020,0023,0042,0022,0024,0014
10010152,2023-01-01,16:56:09,10,52,0046,0045,0045,0018,0046,0039,0016,0043,0006,0022
10010153,2023-01-01,17:00:12,1,5,0030,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010154,2023-01-01,17:03:51,5,25,0009,0025,0026,0007,0042,0000,0000,0000,0000,0000
10010155,2023-01-01,17:08:34,1,6,0044,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010156,2023-01-01,17:10:35,1,5,0007,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010157,2023-01-01,17:13:10,2,10,0043,0028,0000,0000,0000,0000,0000,0000,0000,0000
10010158,2023-01-01,17:14:54,3,16,0006,0004,0045,0000,0000,0000,0000,0000,0000,0000
10010159,2023-01-01,17:18:44,1,5,0013,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010160,2023-01-01,17:20:04,4,20,0005,0039,0024,0017,0000,0000,0000,0000,0000,0000
10010161,2023-01-01,17:25:02,7,34,0030,0045,0028,0027,0012,0020,0021,0000,0000,0000
10010162,2023-01-02,11:07:39,7,33,0044,0037,0035,0028,0035,0032,0015,0000,0000,0000
10010163,2023-01-02,11:14:34,10,46,0018,0032,0018,0042,0016,0036,0040,0019,0014,0040
10010164,2023-01-02,11:20:53,1,4,0036,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010165,2023-01-02,11:25:37,8,39,0006,0029,0026,0003,0017,0021,0010,0017,0000,0000
10010166,2023-01-02,11:30:12,10,48,0006,0039,0033,0015,0011,0041,0030,0042,0018,0005
10010167,2023-01-02,11:32:46,9,43,0036,0026,0045,0014,0001,0036,0032,0019,0029,0000
10010168,2023-01-02,11:39:59,4,19,0014,0011,0033,0002,0000,0000,0000,0000,0000,0000
10010169,2023-01-02,11:47:02,6,28,0022,0031,0007,0038,0015,0034,0000,0000,0000,0000
10010170,2023-01-02,11:53:13,3,13,0019,0029,0019,0000,0000,0000,0000,0000,0000,0000
10010171,2023-01-02,11:55:20,2,11,0046,0014,0000,0000,0000,0000,0000,0000,0000,0000
10010172,2023-01-02,11:58:31,6,27,0025,0025,0024,0022,0020,0018,0000,0000,0000,0000
10010173,2023-01-02,12:05:00,9,44,0016,0014,0003,0017,0011,0001,0016,0035,0010,0000
10010174,2023-01-02,12:11:24,9,43,0015,0026,0044,0039,0035,0009,0037,0037,0004,0000
10010175,2023-01-02,12:18:45,10,49,0022,0040,0007,0044,0024,0013,0015,0035,0004,0039
10010176,2023-01-02,12:24:36,3,14,0034,0039,0009,0000,0000,0000,0000,0000,0000,0000
10010177,2023-01-02,12:31:31,5,25,0042,0005,0007,0028,0001,0000,0000,0000,0000,0000
10010178,2023-01-02,12:32:32,1,5,0013,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010179,2023-01-02,12:36:46,6,28,0041,0019,0001,0008,0035,0030,0000,0000,0000,0000
10010180,2023-01-02,12:40:18,6,28,0025,0036,0019,0015,0016,0040,0000,0000,0000,0000
10010181,2023-01-02,12:43:03,5,24,0027,0014,0031,0016,0033,0000,0000,0000,0000,0000
10010182,2023-01-02,12:47:22,8,40,0027,0007,0044,0034,0043,0046,0037,0041,0000,0000
10010183,2023-01-02,12:48:29,10,47,0036,0016,0045,0025,0033,0018,0010,0033,0031,0032
10010184,2023-01-02,12:52:57,10,48,0044,0024,0020,0020,0031,0001,0012,0036,0031,0040
10010185,2023-01-02,13:00:05,7,35,0015,0024,0032,0038,0017,0013,0014,0000,0000,0000
10010186,2023-01-02,13:01:50,7,36,0045,0011,0007,0012,0011,0022,0044,0000,0000,0000
10010187,2023-01-02,13:06:40,5,25,0042,0039,0042,0007,0007,0000,0000,0000,0000,0000
10010188,2023-01-02,13:09:05,10,47,0041,0018,0018,0017,0044,0019,0039,0019,0024,0014
10010189,2023-01-02,13:16:04,1,5,0012,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010190,2023-01-02,13:20:41,10,48,0016,0013,0026,0009,0033,0027,0017,0005,0010,0033
10010191,2023-01-02,13:28:19,1,5,0001,0000,0000,0000,0000,0000,0000,0000,0000,0000
10010192,2023-01-02,13:31:10,7,35,0005,0044,0011,0019,0004,0008,0013,0000,0000,0000
10010193,2023-01-02,13:32:59,3,15,0043,0025,0028,0000,0000,0000,0000,0000,0000,0000
10010194,2023-01-02,13:34:38,9,43,0003,0019,0033,0042,0042,0017,0026,0002,0043,0000
10010195,2023-01-02,13:36:55,5,24,0043,0022,0001,0009,0031,0000,0000,0000,0000,0000
10010196,2023-01-02,13:44:36,4,19,0036,0043,0005,0007,0000,0000,0000,0000,0000,0000
10010197,2023-01-02,13:51:22,10,47,0046,0018,0040,0007,0031,0036,0019,0029,0011,0019
10010198,2023-01-02,13:58:31,4,19,0021,0033,0046,0039,0000,0000,0000,0000,0000,0000
10010199,2023-01-02,14:01:57,2,8,0020,0023,0000,0000,0000,0000,0000,0000,0000,0000
10010200,2023-01-02,14:03:46,3,15,0015,0007,0016,0000,0000,0000,0000,0000,0000,0000
10010201,2023-01-02,14:07:15,8,36,0043,0021,0032,0014,0024,0019,0022,0034,0000,0000
10010202,2023-01-02,14:09:26,5,26,0042,0045,0030,0041,0009,0000,0000,0000,0000,0000
10010203,2023-01-02,14:11:28,3,13,0039,0036,0035,0000,0000,0000,0000,0000,0000,0000
10010204,2023-01-02,14:15:46,2,10,0013,0002,0000,0000,0000,0000,0000,0000,0000,0000
10010205,2023-01-02,14:17:03,4,18,0023,0016,0022,0042,0000,0000,0000,0000,0000,0000
10010206,2023-01-02,14:20:04,5,22,0010,0005,0034,0023,0036,0000,0000,0000,0000,0000
10010207,2023-01-02,14:23:23,8,37,0019,0005,0034,0009,0041,0019,0026,0016,0000,0000
10010208,2023-01-02,14:26:33,4,19,0043,0027,0018,0016,0000,0000,0000,0000,0000,0000
10010209,2023-01-02,14:29:52,4,20,0008,0010,0027,0007,0000,0000,0000,0000,0000,0000
10010210,2023-01-02,14:35:53,10,49,0025,0039,0036,0036,0027,0001,0031,0004,0029,0045
10010211,2023-01-02,14:42:42,6,31,0040,0043,0009,0044,0017,0016,0000,0000,0000,0000
